,text,label
4342,"Unintelligible , poorly acted , brain-slappingly bad , Harvard Man is ludicrous enough that it could become a cult classic .",2
4343,"Watching The Powerpuff Girls Movie , my mind kept returning to one anecdote for comparison : the cartoon in Japan that gave people seizures .",3
4344,An inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .,1
4345,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",0
4346,"With the cheesiest monsters this side of a horror spoof , which They is n't , it is more likely to induce sleep than fright .",0
4347,"Mild , meandering teen flick .",2
4348,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,2
4349,"Though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we 've seen before .",1
4350,"Although it tries to be much more , it 's really just another Major League .",1
4351,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",0
4352,"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",2
4353,One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .,2
4354,"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",1
4355,"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .",0
4356,"Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy .",1
4357,Diane Lane 's sophisticated performance ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .,1
4358,Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,0
4359,"( Swimfan ) falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",0
4360,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and Bo Derek made the ridiculous Bolero .,1
4361,"Silly , loud and goofy .",2
4362,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
4363,"The French director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",0
4364,The basic premise is intriguing but quickly becomes distasteful and downright creepy .,1
4365,The Pool drowned me in boredom .,1
4366,It 's like an all-star salute to Disney 's cheesy commercialism .,1
4367,"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",0
4368,"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",1
4369,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",1
4370,"As saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",1
4371,"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",2
4372,"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1
4373,"The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .",1
4374,"It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !",3
4375,This is an interesting movie ! '',4
4376,But the film itself is ultimately quite unengaging .,0
4377,The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .,1
4378,"It 's not only dull because we 've seen ( Eddie ) Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",1
4379,Avary 's film never quite emerges from the shadow of Ellis ' book .,2
4380,"A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",2
4381,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",1
4382,"Woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?",1
4383,"It 's sincere to a fault , but , unfortunately , not very compelling or much fun .",2
4384,"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",2
4385,This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,2
4386,"Why , you may ask , why should you buy the movie milk when the TV cow is free ?",1
4387,There 's no good answer to that one .,1
4388,"This slow-moving Swedish film offers not even a hint of joy , preferring to focus on the humiliation of Martin as he defecates in bed and urinates on the plants at his own birthday party .",2
4389,"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",0
4390,"There 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .",1
4391,This is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .,1
4392,This is amusing for about three minutes .,2
4393,"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",1
4394,It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,1
4395,"This is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0
4396,"The direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1
4397,There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,1
4398,"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",2
4399,"After all , it 'll probably be in video stores by Christmas , and it might just be better suited to a night in the living room than a night at the movies .",1
4400,Looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,0
4401,"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",0
4402,They kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book .,1
4403,Just because A Walk to Remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .,1
4404,"( Carvey 's ) characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0
4405,"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",1
4406,This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,1
4407,"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",2
4408,"The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .",2
4409,The script by Vincent R. Nebrida ... tries to cram too many ingredients into one small pot .,1
4410,"The story is so light and sugary that were it a Macy 's Thanksgiving Day Parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .",2
4411,"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0
4412,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",1
4413,Only those most addicted to film violence in all its forms will find anything here to appreciate .,2
4414,"Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .",2
4415,"That 's not vintage Spielberg and that , finally , is minimally satisfying .",2
4416,"Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",0
4417,Frank McKlusky C.I. is that movie !,2
4418,It 's not difficult to spot the culprit early-on in this predictable thriller .,2
4419,... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,2
4420,The trappings of I Spy are so familiar you might as well be watching a rerun .,1
4421,What starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .,1
4422,"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",1
4423,"It is messy , uncouth , incomprehensible , vicious and absurd .",0
4424,Really does feel like a short stretched out to feature length .,1
4425,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0
4426,"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",1
4427,"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",1
4428,"If you are willing to do this , then you so crazy !",1
4429,"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",1
4430,It 's a very tasteful rock and roll movie .,3
4431,You could put it on a coffee table anywhere .,2
4432,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",1
4433,An infuriating film .,0
4434,"Just when you think you are making sense of it , something happens that tells you there is no sense .",1
4435,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0
4436,"The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",1
4437,"As an entertainment destination for the general public , Kung Pow sets a new benchmark for lameness .",1
4438,"This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .",1
4439,"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",0
4440,"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",0
4441,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,3
4442,"But for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",1
4443,This film biggest problem ?,1
4444,No laughs .,1
4445,Less-than-compelling documentary of a Yiddish theater clan .,2
4446,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2
4447,"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout .",1
4448,"It 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",2
4449,"I ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",0
4450,"Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .",3
4451,Throw Smoochy from the train !,1
4452,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0
4453,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,0
4454,"A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",1
4455,Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,3
4456,"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",0
4457,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",2
4458,"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",0
4459,An extremely unpleasant film .,0
4460,"A movie just for Friday fans , critics be damned .",3
4461,"If you already like this sort of thing , this is that sort of thing all over again .",2
4462,A sincere but dramatically conflicted gay coming-of-age tale .,2
4463,Wait for it to hit cable .,2
4464,Ultimately feels like just one more in the long line of films this year about the business of making movies .,2
4465,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",1
4466,"77 minutes of Pokemon may not last 4ever , it just seems like it does .",1
4467,My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .,0
4468,The one not-so-small problem with Expecting is that the entire exercise has no real point .,1
4469,"A movie you observe , rather than one you enter into .",1
4470,( At least ) Moore is a real charmer .,3
4471,"John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .",2
4472,"LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .",2
4473,"The notion of deleting emotion from people , even in an advanced Prozac Nation , is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .",0
4474,"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",1
4475,"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",1
4476,A film that loses sight of its own story .,1
4477,Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .,0
4478,The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .,0
4479,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",2
4480,Gets better after Foster leaves that little room .,3
4481,The movie is as padded as Allen 's jelly belly .,1
4482,"Resident Evil is n't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",1
4483,A rather average action film that benefits from several funny moments supplied by Epps .,2
4484,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",0
4485,Resembles a soft porn Brian De Palma pastiche .,1
4486,"Bluto Blutarsky , we miss you .",3
4487,Innocuous enough to make even Jean-Claude Van Damme look good .,2
4488,"It 's a glorified sitcom , and a long , unfunny one at that .",1
4489,Woody Allen can write and deliver a one liner as well as anybody .,4
4490,But I had a lot of problems with this movie .,1
4491,Devoid of any of the qualities that made the first film so special .,0
4492,"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
4493,Plotless collection of moronic stunts is by far the worst movie of the year .,0
4494,"However sincere it may be , The Rising Place never quite justifies its own existence .",1
4495,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1
4496,It 's sort of a 21st century morality play with a Latino hip hop beat .,3
4497,But the second half of the movie really goes downhill .,0
4498,Paxton 's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,2
4499,The script becomes lifeless and falls apart like a cheap lawn chair .,1
4500,The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,0
4501,"The film starts promisingly , but the ending is all too predictable and far too cliched to really work .",1
4502,"Let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",3
4503,"It 's the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes Sex With Strangers , which opens today in the New York metropolitan area , so distasteful .",0
4504,Alternately frustrating and rewarding .,3
4505,It 's impossible to even categorize this as a smutty guilty pleasure .,1
4506,"Despite suffering a sense-of-humour failure , The Man Who Wrote Rocky does not deserve to go down with a ship as leaky as this .",1
4507,"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",1
4508,Or intelligent .,2
4509,"The most memorable moment was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration .",0
4510,See Clockstoppers if you have nothing better to do with 94 minutes .,1
4511,"But be warned , you too may feel time has decided to stand still .",2
4512,Or that the battery on your watch has died .,2
4513,Suffers from over-familiarity since hit-hungry British filmmakers have strip-mined the Monty formula mercilessly since 1997 .,0
4514,There are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .,3
4515,"Yes , I have given this movie a rating of zero .",0
4516,But fans of the show should not consider this a diss .,2
4517,Consider it ` perfection . ',4
4518,The cumulative effect of the movie is repulsive and depressing .,0
4519,Children and adults enamored of all things Pokemon wo n't be disappointed .,3
4520,I do n't even care that there 's no plot in this Antonio Banderas-Lucy Liu faceoff .,2
4521,It 's still terrible !,0
4522,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers .",2
4523,It 's not so much a movie as a joint promotion for the National Basketball Association and teenaged rap and adolescent poster-boy Lil ' Bow Wow .,1
4524,"Peralta 's mythmaking could have used some informed , adult hindsight .",2
4525,A close-to-solid espionage thriller with the misfortune of being released a few decades too late .,2
4526,Cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .,1
4527,The Good Girl is a film in which the talent is undeniable but the results are underwhelming .,1
4528,Just a collection of this and that -- whatever fills time -- with no unified whole .,1
4529,"The animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of Pokemon 4 Ever is any indication .",0
4530,Only about as sexy and dangerous as an actress in a role that reminds at every turn of Elizabeth Berkley 's flopping dolphin-gasm .,1
4531,Kids who are into this Thornberry stuff will probably be in wedgie heaven .,3
4532,"Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",1
4533,Mr. Soderbergh 's direction and visual style struck me as unusually and unimpressively fussy and pretentious .,0
4534,Do you say `` hi '' to your lover when you wake up in the morning ?,2
4535,It makes me feel weird \/ Thinking about all the bad things in the world \/ Like puppies with broken legs \/ And butterflies that die \/ And movies starring pop queens,1
4536,"Director Tom Dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut Shanghai Noon , but Showtime 's uninspired send-up of TV cop show cliches mostly leaves him shooting blanks .",3
4537,"` Yes , that 's right : it 's Forrest Gump , Angel Of Death . '",3
4538,"A wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching .",3
4539,"While easier to sit through than most of Jaglom 's self-conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points .",1
4540,"About as enjoyable , I would imagine , as searching for a quarter in a giant pile of elephant feces ... positively dreadful .",0
4541,A generic international version of a typical American horror film .,1
4542,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",1
4543,"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .",1
4544,"There 's a lot of good material here , but there 's also a lot of redundancy and unsuccessful crudeness accompanying it .",2
4545,Absurdities and clichés accumulate like lint in a fat man 's navel .,0
4546,"If you think it 's a riot to see Rob Schneider in a young woman 's clothes , then you 'll enjoy The Hot Chick .",3
4547,The sheer dumbness of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness get you down .,0
4548,Strangely comes off as a kingdom more mild than wild .,3
4549,The next big thing 's not-so-big ( and not-so-hot ) directorial debut .,2
4550,"Yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...",1
4551,Bond-inspired ?,2
4552,Certainly .,2
4553,Likely to have decades of life as a classic movie franchise ?,3
4554,Let 's hope not .,2
4555,This flat run at a hip-hop Tootsie is so poorly paced you could fit all of Pootie Tang in between its punchlines .,0
4556,"Davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .",2
4557,"Surprisingly , considering that Baird is a former film editor , the movie is rather choppy .",1
4558,"None of this is very original , and it is n't particularly funny .",0
4559,... a bland murder-on-campus yawner .,0
4560,A humorless journey into a philosophical void .,0
4561,These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,2
4562,"Just as the lousy Tarantino imitations have subsided , here comes the first lousy Guy Ritchie imitation .",1
4563,"A passable romantic comedy , in need of another couple of passes through the word processor .",2
4564,"The movie attempts to mine laughs from a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago , and its cutesy reliance on movie-specific cliches is n't exactly endearing .",1
4565,"shows Holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .",1
4566,"Ultimately ... the movie is too heady for children , and too preachy for adults .",1
4567,It 's just a little too self-satisfied .,2
4568,Clever but not especially compelling .,2
4569,"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",0
4570,"A piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable .",1
4571,LaBute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .,2
4572,The movie weighs no more than a glass of flat champagne .,1
4573,The problem with ANTWONE FISHER is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .,0
4574,Alarms for Duvall 's throbbing sincerity and his elderly propensity for patting people while he talks .,3
4575,What little grace ( Rifkin 's ) tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .,1
4576,Tries to work in the same vein as the brilliance of Animal House but instead comes closer to the failure of the third Revenge of the Nerds sequel .,0
4577,"Unfortunately , Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",0
4578,... what a banal bore the preachy Circuit turns out to be,0
4579,"Falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",1
4580,A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .,0
4581,One of the most incoherent features in recent memory .,0
4582,Low rent from frame one .,1
4583,Eight Legged Freaks ?,1
4584,No big hairy deal .,2
4585,"The issues are presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care .",0
4586,Laggard drama wending its way to an uninspired philosophical epiphany .,1
4587,The respective charms of Sandra Bullock and Hugh Grant have worn threadbare .,2
4588,` This movie sucks . ',0
4589,"None of this so-called satire has any sting to it , as if Woody is afraid of biting the hand that has finally , to some extent , warmed up to him .",1
4590,"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",3
4591,"Bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",2
4592,There 's more repetition than creativity throughout the movie .,1
4593,Hugh Grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are .,3
4594,"Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0
4595,"I 've had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",1
4596,What we get ... is Caddyshack crossed with the Loyal Order of Raccoons .,2
4597,"The jokes are flat , and the action looks fake .",0
4598,"When a movie asks you to feel sorry for Mick Jagger 's sex life , it already has one strike against it .",1
4599,There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .,0
4600,... hokey art house pretension .,1
4601,... a weak and ineffective ghost story without a conclusion or pay off .,0
4602,Gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh .,1
4603,"Plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
4604,This is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .,0
4605,"A baffling subplot involving smuggling drugs inside Danish cows falls flat , and if you 're going to alter the Bard 's ending , you 'd better have a good alternative .",1
4606,"Soderbergh seems capable only of delivering artfully lighted , earnest inquiries that lack the kind of genuine depth that would make them redeemable .",2
4607,The only thing that distinguishes a Randall Wallace film from any other is the fact that there is nothing distinguishing in a Randall Wallace film .,0
4608,"Silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .",1
4609,There is so much plodding sensitivity .,2
4610,"The town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .",1
4611,... too sappy for its own good .,1
4612,"Circuit queens wo n't learn a thing , they 'll be too busy cursing the film 's strategically placed white sheets .",2
4613,"As an actress , Madonna is one helluva singer .",4
4614,"As the Mediterranean sparkles , ` Swept Away ' sinks .",1
4615,"Every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .",1
4616,Half Past Dead is just such an achievement .,4
4617,"Expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",2
4618,It all looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer .,1
4619,"( Javier Bardem is ) one of the few reasons to watch the film , which director Gerardo Vera has drenched in swoony music and fever-pitched melodrama .",2
4620,"Feels shrill , simple and soapy .",1
4621,"Adults , other than the parents ... will be hard pressed to succumb to the call of the wild .",1
4622,Brady achieves the remarkable feat of squandering a topnotch foursome of actors ... by shoving them into every clichéd white-trash situation imaginable .,2
4623,"In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .",1
4624,No amount of blood and disintegrating vampire cadavers can obscure this movie 's lack of ideas .,1
4625,"A direct-to-void release , heading nowhere .",2
4626,"Typical animé , with cheapo animation ( like Saturday morning TV in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",1
4627,Below is well below expectations .,0
4628,"At no point during K-19 : The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",2
4629,... standard guns versus martial arts cliche with little new added .,3
4630,Empire ca n't make up its mind whether it wants to be a gangster flick or an art film .,1
4631,It does n't work as either .,0
4632,"Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",0
4633,"Possession is in the end an honorable , interesting failure .",2
4634,"It falls far short of poetry , but it 's not bad prose .",3
4635,Jonathan Parker 's Bartleby should have been the be-all-end-all of the modern-office anomie films .,3
4636,"There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .",1
4637,"Unfortunately , Carvey 's rubber-face routine is no match for the insipid script he has crafted with Harris Goldberg .",1
4638,"Viewed as a comedy , a romance , a fairy tale , or a drama , there 's nothing remotely triumphant about this motion picture .",2
4639,"There 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .",1
4640,"The Master of Disguise is funny -- not `` ha ha '' funny , `` dead circus performer '' funny .",2
4641,And for all the wrong reasons besides .,1
4642,"A zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking Morlocks .",1
4643,"A 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",0
4644,You leave feeling like you 've endured a long workout without your pulse ever racing .,1
4645,"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .",0
4646,"With McConaughey in an entirely irony-free zone and Bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",1
4647,It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .,2
4648,"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",1
4649,"So mind-numbingly awful that you hope Britney wo n't do it one more time , as far as movies are concerned .",1
4650,"The images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where Whitaker 's misfit artist is concerned .",2
4651,"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",1
4652,"Sets animation back 30 years , musicals back 40 years and Judaism back at least 50 .",0
4653,"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",1
4654,Might best be enjoyed as a daytime soaper .,2
4655,"eventually arrives at its heart , as simple self-reflection meditation .",3
4656,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",3
4657,"Boy oh boy , it 's a howler .",2
4658,A few pieces of the film buzz and whir ; very little of it actually clicks .,1
4659,The thing just never gets off the ground .,0
4660,... contains very few laughs and even less surprises .,1
4661,The actors must indeed be good to recite some of this laughable dialogue with a straight face .,1
4662,Most of the storylines feel like time fillers between surf shots .,0
4663,"The movie is n't horrible , but you can see mediocre cresting on the next wave .",2
4664,"However stale the material , Lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",2
4665,There 's nothing remotely topical or sexy here .,1
4666,"The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .",1
4667,Blue Crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be .,1
4668,The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,1
4669,"While Van Wilder may not be the worst National Lampoon film , it 's far from being this generation 's Animal House .",2
